timestamp,target_x,target_y,target_yaw,robot_x,robot_y,robot_yaw,error_distance,error_yaw
1746362345.3003998,1.25,0.275,0.4363323129986119,-1.7588417423842446,1.7354315897211225,-0.5739925968232353,3.3445461663683496,57.887353269727335
1746362345.4297318,1.25,0.275,0.4363323129986119,-1.7027544630607718,1.6976471350438367,-0.4155487732658345,3.2776033606850206,48.80919088997278
1746362345.5963283,1.25,0.275,0.4363323129986119,-1.603791485453182,1.6564230247051992,-0.3126859183407543,3.170560741514147,42.91558343409922
1746362345.7971134,1.25,0.275,0.4363323129986119,-1.5250901446553287,1.6317287017326652,-0.37344839086607956,3.0889865783244077,46.39701666257997
1746362345.9444664,1.25,0.275,0.4363323129986119,-1.4478289840472618,1.603177946898024,-0.4769020981314976,3.0070480351653397,52.32447746387033
1746362346.060998,1.25,0.275,0.4363323129986119,-1.401227715227678,1.5799283595620093,-0.5168741145390209,2.954969783530886,54.61470530264909
1746362346.1852071,1.25,0.275,0.4363323129986119,-1.3366085121295204,1.5428282688601984,-0.49757010545115943,2.880613149026078,53.50866705423244
1746362346.413061,1.25,0.275,0.4363323129986119,-1.2356331803369747,1.489117141068197,-0.42640576013531173,2.766306696559099,49.43125041582278
1746362346.5484436,1.25,0.275,0.4363323129986119,-1.1714558754415316,1.4599993677052514,-0.40460279773652275,2.695862025062143,48.18203268948974
1746362346.6528893,1.25,0.275,0.4363323129986119,-1.1267671326945659,1.4413139748996915,-0.42310699788424594,2.6475102060433056,49.24224526121964
1746362346.7862182,1.25,0.275,0.4363323129986119,-1.0658658763472884,1.4143564169348124,-0.46702571461562636,2.580962572770153,51.75860237155833
1746362346.905383,1.25,0.275,0.4363323129986119,-0.99834312576032,1.380590696473679,-0.48554920779199473,2.505469536690247,52.819920352403614
1746362347.122473,1.25,0.275,0.4363323129986119,-0.9321640748848129,1.3455601005706637,-0.4751892946145321,2.430625223816243,52.22634105121304
1746362347.1879826,1.25,0.275,0.4363323129986119,-0.8925517651526012,1.3247934559361547,-0.4601947624586864,2.3859158339063224,51.36721764290988
1746362347.2814558,1.25,0.275,0.4363323129986119,-0.8390217998405868,1.2980945994964823,-0.4472909943762026,2.3260985877060483,50.627886191967946
1746362347.3905857,1.25,0.275,0.4363323129986119,-0.7937347908356471,1.276345025008124,-0.44559106740059096,2.275861101732825,50.530487550784954
1746362347.521541,1.25,0.275,0.4363323129986119,-0.7328844896904805,1.2471281162440757,-0.44816073555097885,2.2083622831970597,50.67771869055137
1746362347.6330767,1.25,0.275,0.4363323129986119,-0.7220848402858947,1.2390616701130805,-0.3756436264978948,2.1951158331775265,46.52279439931972
1746362347.7315657,1.25,0.275,0.4363323129986119,-0.7199198953166899,1.2293764525499329,-0.17643045671332783,2.1889309735910616,35.10872054724094
1746362347.897679,1.25,0.275,0.4363323129986119,-0.7164659307384094,1.218730806250114,0.05423441939976071,2.1811960231534373,21.89259666405297
1746362348.002385,1.25,0.275,0.4363323129986119,-0.7074475140565588,1.2118682914105643,0.2527876485185247,2.1700974553546555,10.51633462685375
1746362348.1946468,1.25,0.275,0.4363323129986119,-0.6792704660895562,1.2154315282169854,0.3485341945088086,2.146274910301555,5.030461638655246
